"Sport","Name","Height","Weight","Age"
"Wrestling","Sahit Prizreni",166,65,34
"Cycling","Jack Bobridge",180,65,27
"Shooting","Laetisha Scanlan",163,51,26
"Hockey","Andrew Charter",182,87,29
"Synchronized Swimming","Hannah Cross",169,57,19
"Tennis","Christopher Luke ""Chris"" Guccione",200,92,31
"Snowboarding","Stephanie Magiros",150,50,22
"Rugby Sevens","Sharni Williams",167,79,28
"Equestrianism","Christopher Burton",180,70,34
"Biathlon","Alexei Almoukov",173,73,23
"Shooting","Lalita Vadimovna Milshina-Yauhleuskaya",158,64,52
"Water Polo","Tyler Martin",196,98,26
"Basketball","Katie Rae Ebzery",178,70,26
"Swimming","Mitchell James ""Mitch"" Larkin",187,72,23
"Archery","Taylor Worth",174,60,25
"Athletics","Regan Lamble",174,55,24
"Basketball","Natalie Burton",194,76,27
"Badminton","Nyuk Lian ""Leanne"" Choo",167,58,25
"Swimming","James Magnussen",198,94,25
"Diving","James ""Jimmy"" Connor",183,68,21
"Canoeing","Jordan Wood",182,78,22
"Skeleton","Michelle Steele",164,55,27
"Rowing","Fiona Albert",174,70,25
"Hockey","Rachael Lynch",179,68,30
"Canoeing","Lachlan Tame",176,80,27
"Basketball","Christopher John ""Chris"" Goulding",192,93,27
"Athletics","Linden Hall",167,51,25
"Archery","Alec Potts",185,77,20
"Swimming","Georgia Bohl",167,54,19
"Canoeing","Daniel Bowker",191,89,28
"Equestrianism","Christopher Burton",180,70,34
"Equestrianism","Suzanne ""Sue"" Hearn",165,68,60
"Swimming","Cameron McEvoy",185,70,22
"Hockey","Jodie Lauren Schulz-Kenny",183,74,28
"Athletics","Sam McEntee",191,67,24
"Cycling","Amy Louise Cure",172,63,23
"Table Tennis","Melissa Tapper",166,65,26
"Rugby Sevens","Edward ""Ed"" Jenkins",184,96,30
"Diving","Grant Roy Nel",173,69,28
"Diving","Anabelle Smith",168,55,23
"Rugby Sevens","James Stannard",173,82,33
"Wrestling","Ivan Popov",203,106,30
"Swimming","Cameron McEvoy",185,70,22
"Basketball","Matthew ""Matt"" Dellavedova",193,89,25
"Water Polo","Mitchell ""Mitch"" Emery",185,89,25
"Equestrianism","Mary Hanna",173,63,61
"Rugby Sevens","John Porch",185,99,22
"Swimming","Kyle Chalmers",193,90,18
"Hockey","Aran Zalewski",186,80,25
"Water Polo","Rowena ""Rowie"" Webster",178,80,28
"Hockey","Edwina Claire Bone",170,70,28
"Synchronized Swimming","Nikita Aleisha Pablo",170,63,21
"Canoeing","Jessica Esther ""Jess"" Fox",166,60,22
"Swimming","Bronte Campbell",179,58,22
"Swimming","Matthew ""Matt"" Abood",197,92,30
"Football","Ellie Madison Carpenter",165,59,16
"Hockey","Gabrielle ""Gabi"" Nance",169,55,22
"Triathlon","Aaron John Royle",180,67,26
"Swimming","Emily Jane Seebohm",180,70,24
"Rugby Sevens","Henry Hutchison",176,85,19
"Water Polo","Nicola Zagame",174,72,25
"Water Polo","Keesja Kaia Gofers",176,64,26
"Basketball","Andrew Michael Bogut",213,122,31
"Cycling","Glenn O'Shea",180,76,27
"Swimming","Brittany Joyce Elmslie",179,73,22
"Equestrianism","Suzanne ""Sue"" Hearn",165,68,60
"Rugby Sevens","Jesse Parahi",189,104,27
"Swimming","Cameron McEvoy",185,70,22
"Swimming","Kyle Chalmers",193,90,18
"Shooting","Dane Kevin Sampson",183,89,29
"Biathlon","Lucy Glanville",157,58,19
"Athletics","Eloise Wellings (Poppet-)",172,52,33
"Basketball","Cayla George",192,90,27
"Snowboarding","Jarryd Hughes",179,80,18
"Hockey","Glenn Turner",179,82,32
"Water Polo","Joel Dennerley",195,91,29
"Athletics","Michelle ""Shelly"" Jenneke",172,67,23
"Table Tennis","Ziyu ""Sally"" Zhang",162,70,25
"Cycling","Rohan Dennis",182,72,26
"Hockey","Matthew ""Matt"" Dawson",176,66,22
"Alpine Skiing","Lavinia Chrystal",168,64,24
"Freestyle Skiing","Samantha Wells",165,63,24
"Athletics","Brendon Reading",183,62,27
"Swimming","Bronte Amelia Arnold Barratt",171,59,27
"Football","Caitlin Jade Foord",165,59,21
"Football","Michelle Pearl Heyman",178,69,28
"Athletics","Kelsey-Lee Roberts",175,70,24
"Rowing","Lucy Stephan",174,66,24
"Biathlon","Alexei Almoukov",173,73,23
"Bobsleigh","Astrid Loch-Wilkinson-Raenovi",168,70,31
"Athletics","Damien Birkinhead",190,140,23
"Water Polo","John ""Johnno"" Cotterill",193,88,28
"Rugby Sevens","Nicole Elise Beck",168,66,28
"Equestrianism","Stuart Brian Tinney",180,71,51
"Cycling","Rachel Neylan",169,52,34
"Judo","Chloe Rayner",155,48,19
"Athletics","Joshua ""Josh"" Robinson",187,92,30
"Equestrianism","Edwina Tops-Alexander",164,50,42
"Basketball","Patrick Sammy ""Patty"" Mills",183,85,27
"Athletics","Madeline Hills (Heiner-)",174,53,29
"Shooting","Jack Rossiter",171,70,19
"Athletics","Brandon Starc",188,71,22
"Diving","Brittany O'Brien",168,55,18
"Athletics","Benn Harradine",198,115,33
"Canoeing","Jacob Clear",185,86,31
"Football","Lydia Grace Yilkari Williams",175,65,28
"Cycling","Michael David Hepburn",186,77,24
"Synchronized Swimming","Bianca Maree Hammett",173,55,25
"Table Tennis","Xin ""Chris"" Yan",180,75,27
"Bobsleigh","Heath Spence",180,102,33
"Shooting","Dane Kevin Sampson",183,89,29
"Swimming","Taylor McKeown",178,65,21
"Taekwondo","Safwan Khalil",184,58,30
"Cross Country Skiing","Phillip ""Phil"" Bellingham",185,84,22
"Shooting","Jennifer Hens",174,60,30
"Biathlon","Lucy Glanville",157,58,19
"Rowing","Charlotte Sutherland",180,76,25
"Equestrianism","Stuart Brian Tinney",180,71,51
"Diving","Fan ""Esther"" Qin",168,58,24
"Sailing","Tom Burton",180,81,26
"Table Tennis","Xin ""Chris"" Yan",180,75,27
"Athletics","Madeline Hills (Heiner-)",174,53,29
"Judo","Eoin Coughlan",186,81,24
"Cycling","Lauren Reynolds",176,69,25
"Basketball","Leilani Seamah Mitchell",165,60,31
"Athletics","Liam Adams",178,64,29
"Beach Volleyball","Nicole Laird",191,75,23
"Golf","Marcus Fraser",183,89,38
"Shooting","Adam Joseph Vella",178,92,45
"Equestrianism","Shane Rose",181,80,43
"Football","Chloe Logarzo",165,58,21
"Swimming","David McKeon",195,85,24
"Swimming","Emma McKeon",180,60,22
"Freestyle Skiing","Russell ""Russ"" Henshaw",188,85,23
"Rowing","James McRae",193,93,29
"Swimming","Alicia Jayne Coutts",176,69,28
"Snowboarding","Kent Callister",175,72,18
"Hockey","Blake Govers",187,85,20
"Hockey","Kathryn Slattery",173,68,23
"Swimming","Kyle Chalmers",193,90,18
"Badminton","Sawan Serasinghe",178,79,22
"Equestrianism","James Paterson-Robinson",170,72,37
"Equestrianism","James Paterson-Robinson",170,72,37
"Basketball","Kevin Lisch",188,89,30
"Canoeing","Ian Borrows",186,78,26
"Athletics","Michael Shelley",183,60,32
"Speed Skating","Daniel Mark Greig",172,69,22
"Shooting","Daniel Repacholi",202,128,34
"Water Polo","James Ivor Stanton-French",198,93,33
"Basketball","Joseph Howarth ""Joe"" Ingles",203,91,28
"Cycling","Rohan Dennis",182,72,26
"Shooting","Daniel Repacholi",202,128,34
"Rowing","Kerry Hore",183,74,35
"Cycling","Rebecca Henderson",158,49,24
"Athletics","Anneliese ""Annie"" Rubie",171,58,24
"Swimming","Blair Catherine Evans",175,65,25
"Canoeing","Jordan Wood",182,78,22
"Badminton","Robin Middleton",188,85,31
"Athletics","Genevieve LaCaze",164,53,26
"Short Track Speed Skating","Pierre Boda",191,79,20
"Synchronized Swimming","Amie Viveca Margaret Thompson",165,58,20
"Rowing","Meaghan Volker",179,74,25
"Rowing","Rhys Grant",188,88,29
"Speed Skating","Daniel Mark Greig",172,69,22
"Swimming","Bronte Campbell",179,58,22
"Swimming","Cate Natalie Campbell",186,67,24
"Luge","Alexander ""Alex"" Ferlazzo",185,75,18
"Water Polo","Bronwen Knox",182,88,30
"Athletics","Alexander ""Alex"" Hartmann",198,91,23
"Alpine Skiing","Dominic Demschar",176,75,20
"Swimming","Bronte Amelia Arnold Barratt",171,59,27
"Water Polo","Hannah Buckling",177,75,24
"Alpine Skiing","Emily Bamford",169,64,21
"Taekwondo","Hayder Shkara",184,80,26
"Cross Country Skiing","Esther Bottomley",167,58,30
"Equestrianism","Matthew ""Matt"" Williams",178,72,31
"Swimming","Madison ""Madi"" Wilson",179,61,22
"Judo","Katharina Haecker",172,63,24
"Swimming","Cameron McEvoy",185,70,22
"Archery","Alec Potts",185,77,20
"Cycling","Anna Maree Devenish Meares",165,70,32
"Alpine Skiing","Emily Bamford",169,64,21
"Archery","Taylor Worth",174,60,25
"Tennis","Daria Gavrilova",166,61,22
"Canoeing","Riley Fitzsimmons",192,93,20
"Tennis","John H. Millman",183,79,27
"Swimming","Jake Packard",195,68,22
"Athletics","Alana Boyd",171,59,32
"Athletics","Kurtis Marschall",187,78,19
"Athletics","Anneliese ""Annie"" Rubie",171,58,24
"Freestyle Skiing","Scott Kneller",181,90,24
"Swimming","David McKeon",195,85,24
"Swimming","Taylor McKeown",178,65,21
"Athletics","Zoe Buckman",168,50,27
"Swimming","Joshua ""Josh"" Beaver",175,70,23
"Football","Mackenzie Elizabeth Arnold",179,76,22
"Hockey","Georgie Parker",162,68,27
"Hockey","Brooke Peris",172,57,23
"Water Polo","Holly Lincoln-Smith",183,82,28
"Basketball","Stephanie Talbot",185,87,22
"Synchronized Swimming","Deborah Jiahui Tsai",162,52,21
"Snowboarding","Cameron ""Cam"" Bolton",191,82,23
"Equestrianism","Kristy Oatley-Nist",170,56,38
"Hockey","Karri McMahon",177,70,24
"Water Polo","Kelsey Wakefield",178,64,25
"Shooting","William ""Will"" Godward",189,95,32
"Cycling","Stephanie Morton",177,77,25
"Swimming","Keryn McMaster",169,63,22
"Equestrianism","Mary Hanna",173,63,61
"Hockey","Simon Orchard",186,82,30
"Cycling","Anna Maree Devenish Meares",165,70,32
"Football","Katrina-Lee Gorry",154,54,23
"Swimming","Mackenzie ""Mack"" Horton",190,88,20
"Swimming","Jacob Hansford",182,77,20
"Beach Volleyball","Mariafe Artacho del Solar",175,66,22
"Athletics","Ryan Gregson",184,73,26
"Hockey","Grace Stewart",175,68,19
"Cross Country Skiing","Esther Bottomley",167,58,30
"Swimming","Madison ""Madi"" Wilson",179,61,22
"Hockey","Mariah Williams",168,66,21
"Diving","Domonic Bedggood",163,64,21
"Freestyle Skiing","Davina Williams",170,56,28
"Rowing","Spencer Turrin",190,92,24
"Cycling","Sam Welsford",179,82,20
"Rowing","Joshua Dunkley-Smith",194,98,27
"Swimming","Grant Irvine",187,80,25
"Canoeing","Alyce Burnett",182,71,23
"Swimming","Leah Neale",173,66,21
"Triathlon","Ashleigh Gentle",171,52,25
"Sailing","Iain Jensen",186,80,28
"Modern Pentathlon","Chloe Esposito",168,55,24
"Swimming","Emily Jane Seebohm",180,70,24
"Swimming","Mackenzie ""Mack"" Horton",190,88,20
"Cycling","Nathan Hart",180,90,23
"Athletics","Jessica ""Jess"" Thornton",170,59,18
"Cycling","Sam Willoughby",173,87,24
"Football","Lisa Marie De Vanna",156,53,31
"Equestrianism","Kristy Oatley-Nist",170,56,38
"Freestyle Skiing","Brodie Summers",183,83,20
"Wrestling","Talgat Ilyasov",175,74,35
"Equestrianism","Matthew ""Matt"" Williams",178,72,31
"Swimming","Madison ""Madi"" Wilson",179,61,22
"Water Polo","Ashleigh ""Ash"" Southern",188,82,23
"Swimming","Matthew ""Matt"" Abood",197,92,30
"Football","Stephanie-Elise ""Steph"" Catley",171,58,22
"Athletics","Eloise Wellings (Poppet-)",172,52,33
"Athletics","Rhydian Cowley",181,65,25
"Canoeing","Lucien Delfour",177,69,27
"Shooting","Aislin Jones",157,51,16
"Tennis","Samuel ""Sam"" Groth",193,100,28
"Rugby Sevens","Amy Turner",168,64,32
"Cycling","Scott Bowden",175,65,21
"Synchronized Swimming","Danielle Merlyn Kettlewell",175,65,23
"Athletics","Melissa Breen",174,65,25
"Bobsleigh","Lucas Mata",178,90,25
"Alpine Skiing","Dominic Demschar",176,75,20
"Rowing","Molly Goodman",183,80,23
"Hockey","Christopher ""Chris"" Ciriello",182,83,30
"Swimming","Grant Irvine",187,80,25
"Athletics","Eleanor Patterson",182,65,20
"Athletics","Genevieve LaCaze",164,53,26
"Equestrianism","Shane Rose",181,80,43
"Cycling","Scott Bowden",175,65,21
"Judo","Joshua Katz",167,60,18
"Swimming","Madeline Groves",179,66,21
"Swimming","Madeline Groves",179,66,21
"Athletics","Caitlin Sargent-Jones",171,60,24
"Basketball","Penelope Jane ""Penny"" Taylor (-Gil-)",185,72,35
"Hockey","Georgina Morgan",179,70,23
"Athletics","Brett Robinson",176,60,25
"Water Polo","Rhys Howden",189,84,29
"Athletics","Morgan Mitchell",177,63,21
"Athletics","Daniele ""Dani"" Samuels (-Stevens)",182,82,28
"Athletics","Ella Nelson",169,58,22
"Snowboarding","Scott James",185,78,19
"Cycling","Anna Maree Devenish Meares",165,70,32
"Swimming","Cate Natalie Campbell",186,67,24
"Swimming","David Morgan",184,82,22
"Athletics","Matthew Denny",195,118,20
"Equestrianism","Lyndal Oatley",176,61,36
"Athletics","Morgan Mitchell",177,63,21
"Cross Country Skiing","Phillip ""Phil"" Bellingham",185,84,22
"Athletics","Luke Mathews",183,70,21
"Sailing","Jaime Ryan",175,68,22
"Swimming","Belinda Jane Hocking",167,57,25
"Swimming","James Roberts",194,90,25
"Hockey","Jacob ""Jake"" Whetton",172,64,25
"Golf","Scott Robert Hend",180,82,42
"Table Tennis","Heming Hu",179,76,22
"Cycling","Amanda Spratt",161,55,28
"Rugby Sevens","Emma Kate Tonegato",165,63,21
"Basketball","Rachel Jarry",186,77,24
"Water Polo","Lea Yanitsas",173,77,27
"Hockey","Jamie Raymond Dwyer",172,68,37
"Swimming","Taylor McKeown",178,65,21
"Bobsleigh","Heath Spence",180,102,33
"Judo","Jake Bensted",173,73,22
"Athletics","Scott Westcott",179,64,40
"Football","Laura Colleen Gloria Alleway",178,72,26
"Swimming","Emma McKeon",180,60,22
"Rowing","Kimberley ""Kim"" Crow-Brennan",188,74,30
"Beach Volleyball","Louise Bawden",183,72,34
"Athletics","Peter Bol",177,63,22
"Alpine Skiing","Ross Peraudo",185,76,21
"Swimming","Joshua ""Josh"" Beaver",175,70,23
"Hockey","Kirstin Sheree Dwyer",173,66,27
"Swimming","David Morgan",184,82,22
"Equestrianism","Lyndal Oatley",176,61,36
"Canoeing","Naomi Flood",175,78,30
"Athletics","Christopher ""Chris"" Erickson",175,60,34
"Freestyle Skiing","Laura Peel",174,64,24
"Athletics","Kimberley ""Kim"" Mickle",168,70,31
"Swimming","Cate Natalie Campbell",186,67,24
"Swimming","Bronte Campbell",179,58,22
"Athletics","Hamish Peacock",185,98,25
"Freestyle Skiing","Sam Hall",180,72,25
"Swimming","Mackenzie ""Mack"" Horton",190,88,20
"Football","Emily Louise Van Egmond",179,65,23
"Freestyle Skiing","Dale Begg-Smith",186,84,29
"Modern Pentathlon","Max Esposito",174,64,19
"Canoeing","Martin Georgiev Marinov",178,88,48
"Rowing","Alexander ""Alex"" Hill",194,92,23
"Shooting","James Willett",186,88,20
"Football","Larissa Rose Crummer",178,70,20
"Cycling","Richard Julian ""Richie"" Porte",172,62,31
"Swimming","Madeline Groves",179,66,21
"Canoeing","Stephen Bird",189,86,28
"Football","Samantha May Kerr",167,63,22
"Rhythmic Gymnastics","Danielle Mia Prince",166,52,24
"Equestrianism","Scott Keach",185,80,51
"Water Polo","George Ford",192,95,23
"Swimming","Emma McKeon",180,60,22
"Taekwondo","Caroline Marton",186,56,32
"Water Polo","Jarrod Gilchrist",189,90,26
"Snowboarding","Scott James",185,78,19
"Alpine Skiing","Ross Peraudo",185,76,21
"Equestrianism","Scott Keach",185,80,51
"Basketball","Aron John Baynes",208,115,29
"Cycling","Matthew Glaetzer",190,86,23
"Water Polo","Aidan Joseph Roach",187,88,25
"Sailing","Lisa Darmanin",168,65,24
"Athletics","Tanya Holliday",167,52,27
"Boxing","Daniel Jason Lewis",178,75,22
"Swimming","David Morgan",184,82,22
"Swimming","Cate Natalie Campbell",186,67,24
"Water Polo","Joseph ""Joe"" Kayes",198,125,25
"Sailing","William ""Will"" Ryan",193,75,27
"Swimming","Tamsin Cook",170,61,17
"Athletics","Selma Kajan",169,52,25
"Swimming","David McKeon",195,85,24
"Hockey","Edward ""Eddie"" Ockenden",180,73,29
"Water Polo","Gemma Beadsworth",180,78,29
"Swimming","Travis Mahoney",190,81,26
"Swimming","Tamsin Cook",170,61,17
"Trampolining","Blake Gaudry",179,72,24
"Snowboarding","Alex Pullin",185,87,26
"Freestyle Skiing","Katya Crema",174,64,25
"Weightlifting","Tia-Clair Toomey",158,60,23
"Hockey","Matthew ""Matt"" Gohdes",180,80,26
"Taekwondo","Carmen Marton",172,67,30
"Synchronized Swimming","Amber Rose Kelsey Stackpole",165,55,21
"Rowing","William Lockwood",191,88,28
"Triathlon","Ryan Bailie",177,61,26
"Hockey","Daniel Beale",184,74,23
"Athletics","Lisa Jane Weightman",157,44,37
"Rowing","Christopher ""Chris"" Morgan",191,90,33
"Swimming","Emily Jane Seebohm",180,70,24
"Athletics","Joel Baden",190,70,20
"Snowboarding","Torah Jane Bright (-Thomson)",161,57,27
"Hockey","Fergus Kavanagh",182,75,31
"Swimming","Thomas William Fraser-Holmes",194,85,24
"Football","Kyah Pam Simon",164,62,25
"Triathlon","Erin Densham",165,52,31
"Rugby Sevens","Cameron Clark",185,85,23
"Basketball","Ryan Broekhoff",201,93,25
"Cycling","Matthew Glaetzer",190,86,23
"Shooting","Keith Ferguson",176,78,36
"Table Tennis","Jian-Fang Lay (Hong-)",163,58,43
"Rowing","Genevieve Horton",179,72,21
"Tennis","John William Peers",188,84,28
"Shooting","Paul Adams",185,98,24
"Table Tennis","Jian-Fang Lay (Hong-)",163,58,43
"Swimming","Emma McKeon",180,60,22
"Rowing","Jessica Morrison",180,72,24
"Swimming","Brianna Throssell",175,61,20
"Swimming","Tamsin Cook",170,61,17
"Cycling","Anthony Dean",175,87,25
"Athletics","Jeffrey ""Jeff"" Riseley",192,74,29
"Cycling","Ashlee Ankudinoff",174,67,25
"Bobsleigh","Duncan Harvey",183,102,32
"Basketball","David Emil Andersen",211,102,36
"Rugby Sevens","Allan Fa'alava'au",170,88,22
"Athletics","Luke Mathews",183,70,21
"Bobsleigh","Duncan Harvey",183,102,32
"Diving","Maddison Keeney",167,62,20
"Tennis","Daria Gavrilova",166,61,22
"Synchronized Swimming","Amber Rose Kelsey Stackpole",165,55,21
"Canoeing","Ferenc Szekszrdi",178,79,36
"Rowing","Alexander ""Alex"" Lloyd",194,88,25
"Swimming","Travis Mahoney",190,81,26
"Swimming","Chelsea Lea Gubecka",162,62,17
"Hockey","Madonna Blyth",165,60,30
"Freestyle Skiing","Samantha ""Sami"" Kennedy-Sim",169,70,25
"Football","Clare Elizabeth Polkinghorne",173,68,27
"Swimming","Thomas William Fraser-Holmes",194,85,24
"Canoeing","Ferenc Szekszrdi",178,79,36
"Athletics","Benjamin ""Ben"" St. Lawrence",180,85,34
"Boxing","Shelley Marie Watts",164,60,28
"Diving","Melissa Paige Wu",152,50,24
"Shooting","David Chapman",165,72,51
"Canoeing","Kenneth Maxwell ""Ken"" Wallace",190,90,33
"Diving","Maddison Keeney",167,62,20
"Swimming","Thomas William Fraser-Holmes",194,85,24
"Swimming","Emma McKeon",180,60,22
"Basketball","Marianna Tolo",195,86,27
"Golf","Minjee Lee",165,60,20
"Cycling","Stephanie Morton",177,77,25
"Canoeing","Murray Stewart",186,86,30
"Athletics","Victoria Mitchell",164,47,34
"Cycling","Matthew Glaetzer",190,86,23
"Snowboarding","Hannah Trigger",167,60,27
"Tennis","Arina Rodionova",168,60,26
"Figure Skating","Brooklee Han",150,42,18
"Canoeing","Kenneth Maxwell ""Ken"" Wallace",190,90,33
"Diving","Kevin Alejandro Chvez Banda",170,70,24
"Freestyle Skiing","Jenny Owens",168,65,35
"Athletics","Lauren Boden-Wells",178,66,28
"Rugby Sevens","Lewis Holland",183,87,23
"Athletics","Jennifer ""Jenny"" Blundell",163,49,22
"Tennis","John William Peers",188,84,28
"Sailing","Jake Lilley",204,98,23
"Tennis","Anastasia Rodionova",167,59,34
"Shooting","Catherine Skinner",172,80,26
"Rowing","Sally Kehoe",172,75,29
"Rowing","Joshua ""Josh"" Booth",190,93,25
"Hockey","Mark William Knowles",183,74,31
"Athletics","David McNeill",175,53,29
"Hockey","Emily Smith",159,55,24
"Cycling","Stephanie Morton",177,77,25
"Rowing","Jennifer Cleary",175,71,23
"Canoeing","Martin Georgiev Marinov",178,88,48
"Basketball","Laura Ann Summerton-Hodges",190,78,32
"Skeleton","John Farrow",188,85,31
"Rowing","Karsten Forsterling",191,88,36
"Rugby Sevens","Chloe Elysha Dalton",180,72,23
"Athletics","Dane Alex Bird-Smith",187,72,24
"Nordic Combined","Bernhard Gruber",185,71,31
"Rowing","Bernhard Sieber",180,72,25
"Swimming","Birgit Koschischek",169,60,29
"Ski Jumping","Chiara Hlzl",152,43,16
"Bobsleigh","Stefan Withalm",181,100,30
"Cycling","Martina Ritter",174,59,33
"Nordic Combined","Bernhard Gruber",185,71,31
"Swimming","Jrdis Steinegger",172,58,33
"Cross Country Skiing","Harald Wurm",178,71,29
"Sailing","Lara Vadlau",165,56,22
"Figure Skating","Severin Kiefer",182,75,23
"Alpine Skiing","Elisabeth Grgl",167,66,32
"Figure Skating","Viktor Pfeifer",182,62,26
"Biathlon","Simon Eder",186,79,30
"Ice Hockey","Michael Raffl",187,93,25
"Judo","Ludwig Paischer",170,60,34
"Alpine Skiing","Otmar Striedinger",184,91,22
"Alpine Skiing","Otmar Striedinger",184,91,22
"Golf","Bernd Wiesberger",188,86,30
"Cross Country Skiing","Harald Wurm",178,71,29
"Alpine Skiing","Philipp Schrghofer",176,77,31
"Alpine Skiing","Matthias Mayer",179,87,23
"Alpine Skiing","Elisabeth Grgl",167,66,32
"Athletics","Dominik Distelberger",186,81,26
"Ice Hockey","Robert Lukas",177,84,35
"Gymnastics","Lisa Ecker",157,55,23
"Beach Volleyball","Robin Valentin Seidl",190,78,26
"Gymnastics","Lisa Ecker",157,55,23
"Judo","Kathrin Unterwurzacher",173,63,24
"Bobsleigh","Alexandra Tchi",180,78,20
"Biathlon","Friedrich ""Fritz"" Pinter",186,80,35
"Biathlon","Simon Eder",186,79,30
"Alpine Skiing","Matthias Mayer",179,87,23
"Shooting","Sebastian Kuntschik",163,58,27
"Luge","Peter Penz",187,95,29
"Snowboarding","Claudia Riegler",168,70,40
"Alpine Skiing","Elisabeth Grgl",167,66,32
"Shooting","Olivia Hofmann",163,58,23
